SalesVsPurchases,EmployeeGrowth,TotalSales,ClaimCredits,NetIncome,GrossLoss,Inventories,GrossRevenue,RawMaterials,FixedAssets,TaxEvasion
SVeqPV,EGincrTPincr,TSdecrTPincr,UnusualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVgtPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIincrTIincr,GLincrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPincr,High
SVltPV,EGdecrTPincr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSincr,FAincrTPincr,Medium
SVgtPV,EGincrTPincr,TSincrTPdecr,UnusualCC,NIincrTIdecr,GLincrTaxdecr,INVdecrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPincr,Medium
SVltPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIdecr,GRdecrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVltPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIincrTIincr,GLdecrTaxincr,INVdecrDIincr,GRdecrTPincr,RMPCincrFPSdecr,FAincrTPincr,Low
SVltPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIincrTIdecr,GLincrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVltPV,EGincrTPincr,TSincrTPdecr,UsualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIincr,GRincrTPincr,RMPCincrFPSdecr,FAdecrTPincr,Low
SVltPV,EGdecrTPincr,TSincrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIincr,GRincrTPincr,RMPCincrFPSincr,FAincrTPdecr,Low
SVgtPV,EGdecrTPincr,TSdecrTPincr,UnusualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSincr,FAincrTPdecr,Low
SVltPV,EGincrTPincr,TSincrTPdecr,UnusualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPincr,High
SVeqPV,EGincrTPdecr,TSdecrTPincr,UnusualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPincr,Medium
SVeqPV,EGincrTPincr,TSdecrTPincr,UnusualCC,NIincrTIincr,GLincrTaxdecr,INVdecrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPincr,Low
SVltPV,EGdecrTPincr,TSdecrTPincr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRdecrTPincr,RMPCincrFPSdecr,FAdecrTPincr,Low
SVgtPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIincrTIincr,GLincrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPincr,High
SVeqPV,EGincrTPdecr,TSincrTPdecr,UnusualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPincr,High
SVgtPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCincrFPSincr,FAincrTPdecr,High
SVltPV,EGdecrTPincr,TSincrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVeqPV,EGdecrTPincr,TSincrTPincr,UnusualCC,NIincrTIincr,GLincrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPincr,Low
SVgtPV,EGdecrTPincr,TSdecrTPincr,UnusualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPdecr,High
SVgtPV,EGincrTPdecr,TSincrTPdecr,UnusualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCincrFPSdecr,FAincrTPdecr,High
SVeqPV,EGdecrTPincr,TSincrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSdecr,FAdecrTPincr,Low
SVgtPV,EGdecrTPincr,TSincrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSdecr,FAincrTPdecr,Medium
SVeqPV,EGincrTPdecr,TSdecrTPincr,UsualCC,NIincrTIincr,GLincrTaxdecr,INVdecrDIincr,GRdecrTPincr,RMPCincrFPSincr,FAincrTPdecr,Low
SVgtPV,EGincrTPdecr,TSincrTPdecr,UnusualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIincr,GRincrTPincr,RMPCincrFPSincr,FAincrTPincr,High
SVgtPV,EGincrTPdecr,TSdecrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVdecrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAdecrTPincr,Medium
SVltPV,EGincrTPincr,TSdecrTPincr,UnusualCC,NIdecrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPincr,Low
SVltPV,EGdecrTPincr,TSincrTPdecr,UsualCC,NIincrTIdecr,GLincrTaxdecr,INVdecrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVgtPV,EGincrTPincr,TSincrTPdecr,UsualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPincr,High
SVgtPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSincr,FAdecrTPincr,Low
SVgtPV,EGincrTPdecr,TSincrTPdecr,UnusualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSincr,FAdecrTPincr,Medium
SVeqPV,EGdecrTPincr,TSincrTPdecr,UsualCC,NIincrTIincr,GLdecrTaxincr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAdecrTPincr,Low
SVgtPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVeqPV,EGincrTPincr,TSincrTPdecr,UnusualCC,NIdecrTIincr,GLdecrTaxincr,INVdecrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPdecr,Medium
SVeqPV,EGdecrTPincr,TSincrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIdecr,GRincrTPincr,RMPCincrFPSincr,FAincrTPincr,Medium
SVltPV,EGincrTPincr,TSincrTPincr,UsualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPincr,Medium
SVgtPV,EGincrTPincr,TSdecrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAdecrTPincr,High
SVgtPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIincrTIincr,GLincrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSincr,FAdecrTPincr,Medium
SVgtPV,EGincrTPincr,TSdecrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVeqPV,EGincrTPincr,TSdecrTPincr,UnusualCC,NIincrTIdecr,GLincrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPincr,Low
SVgtPV,EGincrTPdecr,TSdecrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVltPV,EGincrTPdecr,TSincrTPdecr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPdecr,High
SVeqPV,EGincrTPincr,TSincrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPdecr,Medium
SVgtPV,EGincrTPincr,TSincrTPincr,UsualCC,NIincrTIincr,GLincrTaxdecr,INVdecrDIincr,GRdecrTPincr,RMPCincrFPSincr,FAincrTPincr,Low
SVeqPV,EGdecrTPincr,TSdecrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPdecr,High
SVltPV,EGincrTPdecr,TSdecrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPdecr,Medium
SVeqPV,EGincrTPdecr,TSdecrTPincr,UnusualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVgtPV,EGdecrTPincr,TSincrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPincr,Low
SVgtPV,EGincrTPincr,TSdecrTPincr,UnusualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIdecr,GRincrTPincr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVeqPV,EGincrTPincr,TSincrTPdecr,UsualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSincr,FAdecrTPincr,Low
SVeqPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSincr,FAdecrTPincr,Medium
SVltPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPincr,Medium
SVeqPV,EGincrTPincr,TSincrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Medium
SVeqPV,EGdecrTPincr,TSincrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPdecr,Low
SVgtPV,EGdecrTPincr,TSincrTPdecr,UsualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIdecr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPincr,Low
SVgtPV,EGincrTPincr,TSincrTPincr,UsualCC,NIdecrTIincr,GLincrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSincr,FAincrTPdecr,Medium
SVltPV,EGincrTPdecr,TSincrTPdecr,UsualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSdecr,FAincrTPincr,Medium
SVgtPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPdecr,Medium
SVltPV,EGincrTPincr,TSincrTPincr,UnusualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIdecr,GRincrTPincr,RMPCincrFPSdecr,FAincrTPdecr,Medium
SVeqPV,EGincrTPincr,TSincrTPincr,UnusualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVgtPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSdecr,FAdecrTPincr,High
SVgtPV,EGincrTPincr,TSdecrTPincr,UsualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVltPV,EGincrTPincr,TSincrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAdecrTPincr,Medium
SVeqPV,EGdecrTPincr,TSincrTPdecr,UsualCC,NIdecrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVgtPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPincr,RMPCincrFPSdecr,FAincrTPincr,High
SVgtPV,EGincrTPincr,TSincrTPincr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPdecr,High
SVgtPV,EGdecrTPincr,TSincrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSincr,FAincrTPdecr,Medium
SVeqPV,EGincrTPincr,TSincrTPincr,UsualCC,NIdecrTIincr,GLincrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVgtPV,EGincrTPincr,TSdecrTPincr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSincr,FAdecrTPincr,Low
SVltPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPdecr,High
SVeqPV,EGdecrTPincr,TSincrTPdecr,UsualCC,NIincrTIincr,GLincrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSincr,FAincrTPincr,Low
SVgtPV,EGincrTPincr,TSdecrTPincr,UsualCC,NIincrTIincr,GLincrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPincr,Low
SVgtPV,EGincrTPincr,TSincrTPdecr,UsualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAdecrTPincr,Medium
SVltPV,EGincrTPincr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPdecr,Medium
SVltPV,EGdecrTPincr,TSincrTPincr,UnusualCC,NIincrTIincr,GLdecrTaxincr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSincr,FAincrTPdecr,Low
SVeqPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIdecr,GRincrTPincr,RMPCincrFPSdecr,FAdecrTPincr,High
SVeqPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIdecr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPdecr,Medium
SVltPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Medium
SVgtPV,EGincrTPdecr,TSdecrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVdecrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPincr,Medium
SVltPV,EGincrTPdecr,TSdecrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxincr,INVdecrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPdecr,Low
SVltPV,EGincrTPincr,TSdecrTPincr,UsualCC,NIincrTIincr,GLincrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPincr,Low
SVltPV,EGincrTPincr,TSincrTPdecr,UsualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPdecr,High
SVgtPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSdecr,FAdecrTPincr,High
SVgtPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVdecrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPdecr,Medium
SVltPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxincr,INVdecrDIincr,GRdecrTPincr,RMPCincrFPSdecr,FAincrTPdecr,Medium
SVltPV,EGdecrTPincr,TSdecrTPincr,UnusualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPdecr,Medium
SVgtPV,EGincrTPincr,TSdecrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIdecr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPdecr,Medium
SVltPV,EGdecrTPincr,TSdecrTPincr,UsualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSincr,FAincrTPdecr,Low
SVgtPV,EGdecrTPincr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPincr,High
SVeqPV,EGincrTPincr,TSdecrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVdecrDIincr,GRdecrTPincr,RMPCincrFPSincr,FAincrTPdecr,Medium
SVgtPV,EGincrTPincr,TSincrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVltPV,EGincrTPincr,TSdecrTPincr,UnusualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVgtPV,EGdecrTPincr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPincr,Medium
SVgtPV,EGdecrTPincr,TSincrTPdecr,UsualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPincr,Medium
SVeqPV,EGincrTPdecr,TSdecrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPdecr,High
SVgtPV,EGdecrTPincr,TSdecrTPincr,UnusualCC,NIincrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVgtPV,EGdecrTPincr,TSincrTPdecr,UsualCC,NIincrTIincr,GLincrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPdecr,Medium
SVltPV,EGincrTPincr,TSincrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPdecr,High
SVeqPV,EGincrTPincr,TSdecrTPincr,UsualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIdecr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPdecr,Low
SVeqPV,EGincrTPincr,TSincrTPdecr,UnusualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPdecr,High
SVltPV,EGincrTPincr,TSincrTPdecr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRdecrTPincr,RMPCincrFPSdecr,FAincrTPincr,Medium
SVgtPV,EGincrTPincr,TSincrTPdecr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPdecr,High
SVeqPV,EGincrTPincr,TSdecrTPincr,UnusualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAdecrTPincr,Low
SVgtPV,EGincrTPincr,TSdecrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxincr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSincr,FAdecrTPincr,Low
SVltPV,EGincrTPdecr,TSincrTPdecr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSdecr,FAdecrTPincr,High
SVgtPV,EGincrTPdecr,TSdecrTPincr,UnusualCC,NIdecrTIincr,GLdecrTaxincr,INVdecrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVeqPV,EGincrTPincr,TSincrTPdecr,UsualCC,NIincrTIdecr,GLdecrTaxincr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPincr,Medium
SVeqPV,EGincrTPdecr,TSdecrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCincrFPSdecr,FAincrTPincr,Medium
SVgtPV,EGincrTPincr,TSincrTPincr,UsualCC,NIincrTIdecr,GLincrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVgtPV,EGdecrTPincr,TSdecrTPincr,UnusualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVltPV,EGdecrTPincr,TSdecrTPincr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAdecrTPincr,Low
SVltPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIdecr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPincr,Medium
SVeqPV,EGincrTPdecr,TSdecrTPincr,UnusualCC,NIincrTIincr,GLincrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPdecr,Medium
SVltPV,EGincrTPincr,TSincrTPincr,UsualCC,NIincrTIincr,GLincrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCincrFPSdecr,FAincrTPdecr,Medium
SVgtPV,EGdecrTPincr,TSdecrTPincr,UnusualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPdecr,Medium
SVgtPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPincr,High
SVeqPV,EGdecrTPincr,TSdecrTPincr,UsualCC,NIincrTIincr,GLincrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVeqPV,EGincrTPincr,TSincrTPdecr,UnusualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVltPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIdecr,GRincrTPincr,RMPCincrFPSincr,FAincrTPincr,Medium
SVgtPV,EGincrTPincr,TSdecrTPincr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPincr,Medium
SVltPV,EGincrTPincr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAdecrTPincr,Medium
SVeqPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLincrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSdecr,FAincrTPdecr,High
SVgtPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIdecr,GRincrTPincr,RMPCincrFPSincr,FAincrTPdecr,Medium
SVltPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCincrFPSincr,FAincrTPincr,Medium
SVgtPV,EGdecrTPincr,TSincrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxincr,INVdecrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPincr,Low
SVgtPV,EGdecrTPincr,TSincrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVgtPV,EGincrTPdecr,TSincrTPdecr,UnusualCC,NIdecrTIincr,GLincrTaxdecr,INVdecrDIincr,GRdecrTPincr,RMPCincrFPSincr,FAdecrTPincr,Medium
SVeqPV,EGincrTPincr,TSincrTPdecr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPdecr,Medium
SVltPV,EGincrTPincr,TSincrTPincr,UnusualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSincr,FAdecrTPincr,Medium
SVltPV,EGincrTPdecr,TSincrTPdecr,UsualCC,NIincrTIdecr,GLdecrTaxincr,INVdecrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVltPV,EGincrTPincr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCincrFPSincr,FAincrTPincr,Medium
SVltPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVdecrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVgtPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIdecrTIincr,GLincrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPdecr,High
SVltPV,EGincrTPincr,TSincrTPincr,UsualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIdecr,GRincrTPincr,RMPCincrFPSincr,FAincrTPincr,Low
SVeqPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPdecr,Medium
SVgtPV,EGincrTPincr,TSincrTPdecr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPdecr,High
SVltPV,EGincrTPdecr,TSincrTPdecr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPincr,RMPCdecrFPSincr,FAdecrTPincr,High
SVltPV,EGincrTPincr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSincr,FAdecrTPincr,Low
SVeqPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIdecrTIincr,GLdecrTaxincr,INVdecrDIincr,GRdecrTPincr,RMPCincrFPSincr,FAdecrTPincr,Low
SVgtPV,EGincrTPincr,TSincrTPdecr,UsualCC,NIincrTIdecr,GLdecrTaxincr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVgtPV,EGdecrTPincr,TSdecrTPincr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSdecr,FAincrTPdecr,Medium
